2.75 1.31234  0.157639  0.186082
3.25 1.24462  0.155369  0.171368
3.75 1.38438  0.159186  0.192329
4.25 1.36087  0.150926  0.0711922
4.75 1.113  0.12318  0.0488445
5.25 1.1206  0.121358  0.0516543
5.75 1.21899  0.129193  0.0622065
6.25 1.203  0.130652  0.0815642
6.75 1.31072  0.147692  0.106628
7.25 1.35444  0.16436  0.129516
8 1.23378  0.17436  0.147233
9.25 1.48594  0.23109  0.23618
12 1.97013  0.591566  0.463049
